,location,price,entered,updated,views,link
164,"Montpelier Manor, Monkstown Road, Monkstown, South Co. Dublin",1200.0,"Jul 15, 2020",22.07.2020,2503,http://www.daft.ie/dublin/apartments-for-rent/monkstown/montpelier-manor-monkstown-road-monkstown-dublin-2050876/
165,"No38 Chelmsford Road, Ranelagh, Dublin 6, South Dublin City",1200.0,"Jul 23, 2020",23.07.2020,656,http://www.daft.ie/dublin/flats-for-rent/ranelagh/no38-chelmsford-road-ranelagh-dublin-2053529/
166,"54 North Strand Road, North Strand, Dublin 3, North Dublin City",1200.0,"Jul 21, 2020",24.07.2020,878,http://www.daft.ie/dublin/flats-for-rent/north-strand/54-north-strand-road-north-strand-dublin-2052887/
167,"60 Belgrave Square North, Rathmines, Dublin 6, South Dublin City",1200.0,,25.07.2020,1230,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/60-belgrave-square-north-rathmines-dublin-2047700/
185,"Flat 4, 28 Casimir Road, Harold'S Cross, Dublin 6, South Dublin City",1214.0,,25.07.2020,1260,http://www.daft.ie/dublin/flats-for-rent/harolds-cross/flat-4-28-casimir-road-harolds-cross-dublin-2053544/
186,"28 Belfry Green, Citywest Road, Citywest, West Co. Dublin",1215.0,"Jul 21, 2020",25.07.2020,3046,http://www.daft.ie/dublin/apartments-for-rent/citywest/28-belfry-green-citywest-road-citywest-dublin-2052775/
187,"Harrington Street, Portobello, Dublin 8, South Dublin City",280.0,"May 22, 2020",25.07.2020,2609,http://www.daft.ie/dublin/flats-for-rent/portobello/harrington-street-portobello-dublin-2032339/
189,"The Maltings, Bonham Street, Dublin 8, South Dublin City",1225.0,,23.07.2020,1456,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-8/the-maltings-bonham-street-dublin-8-dublin-2043527/
190,"Grove Park, Rathmines, Dublin 6, South Dublin City",285.0,"Jul 16, 2020",25.07.2020,327,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/grove-park-rathmines-dublin-2051123/
191,"Apartment 12, Linnen Hall, Balbriggan, North Co. Dublin",1248.0,,24.07.2020,481,http://www.daft.ie/dublin/apartments-for-rent/balbriggan/apartment-12-linnen-hall-balbriggan-dublin-2052617/
192,"Maxwell Road, Rathmines, Dublin 6, South Dublin City",1250.0,,24.07.2020,904,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/maxwell-road-rathmines-dublin-2047505/
193,"75 Dorset Street Upper, Dublin 1, Dublin City Centre",1250.0,"Jul 06, 2020",26.07.2020,1350,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-1/75-dorset-street-upper-dublin-1-dublin-2047620/
194,"34 Grove Park, Rathmines, Dublin 6, South Dublin City",1250.0,,25.07.2020,627,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/34-grove-park-rathmines-dublin-2038504/
195,"Camden Street Lower, Dublin 2, Dublin City Centre",1250.0,"Jul 23, 2020",25.07.2020,269,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-2/camden-street-lower-dublin-2-dublin-2053440/
196,"Collins Ave, Santry, Dublin 9, North Dublin City",1250.0,"Jan 20, 2020",24.07.2020,6826,http://www.daft.ie/dublin/apartments-for-rent/santry/collins-ave-santry-dublin-1999285/
197,"116 Leinster Road, Rathmines, Dublin 6, South Dublin City",1250.0,,25.07.2020,633,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-3-116-leinster-road-rathmines-dublin-2038535/
198,"Cabra Park, Phibsborough, Dublin 7, North Dublin City",1250.0,,23.07.2020,10297,http://www.daft.ie/dublin/flats-for-rent/phibsborough/cabra-park-phibsborough-dublin-2003956/
199,"Flat 1, 68 Kenilworth Square East, Rathgar, Rathgar, Dublin 6, South Dublin City",1250.0,"Jul 16, 2020",24.07.2020,419,http://www.daft.ie/dublin/studio-apartments-for-rent/rathgar/flat-1-68-kenilworth-square-east-rathgar-rathgar-dublin-2051201/
200,"Flat 4, 68 Kenilworth Square East, Rathgar, Rathgar, Dublin 6, South Dublin City",1250.0,,25.07.2020,576,http://www.daft.ie/dublin/studio-apartments-for-rent/rathgar/flat-4-68-kenilworth-square-east-rathgar-rathgar-dublin-2047735/
201,"Wellington Place, Ballsbridge, Dublin 4, South Dublin City",1250.0,"Jun 10, 2020",21.07.2020,2377,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-4/wellington-place-ballsbridge-dublin-4-dublin-2038640/
202,"30 Orlagh Grove, Knocklyon, Dublin 16, South Dublin City",1250.0,"Jul 20, 2020",20.07.2020,1063,http://www.daft.ie/dublin/apartments-for-rent/knocklyon/30-orlagh-grove-knocklyon-dublin-2052280/
203,"Grove House, 70 Grove Park, Rathmines, Dublin 6, South Dublin City",1250.0,,25.07.2020,1035,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-2-grove-house-70-grove-park-rathmines-dublin-2045126/
204,"Deer Park, Mount Merrion, South Co. Dublin",1250.0,"May 20, 2020",26.07.2020,7413,http://www.daft.ie/dublin/studio-apartments-for-rent/mount-merrion/deer-park-mount-merrion-dublin-2031416/
205,"89 Ranelagh Road, Ranelagh, Dublin 6, South Dublin City",1250.0,"Jul 01, 2020",26.07.2020,4732,http://www.daft.ie/dublin/flats-for-rent/ranelagh/89-ranelagh-road-ranelagh-dublin-2045910/
206,"Sherrard Street Lower, Dublin 1, Dublin City Centre",1250.0,,24.07.2020,5028,http://www.daft.ie/dublin/flats-for-rent/dublin-1/sherrard-street-lower-dublin-1-dublin-2034337/
207,"19 19/20 Charleston Road, Rathmines, Dublin 6, South Dublin City",1250.0,,25.07.2020,341,http://www.daft.ie/dublin/apartments-for-rent/rathmines/19-1920-charleston-road-rathmines-dublin-2053196/
208,"Flat 4, 34 Grove Park, Rathmines, Dublin 6, South Dublin City",1250.0,"Jul 20, 2020",24.07.2020,442,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-4-34-grove-park-rathmines-dublin-2052385/
209,"Flat 1, 104A Rathmines Road Lower, Rathmines, Dublin 6, South Dublin City",1250.0,,24.07.2020,2780,http://www.daft.ie/dublin/flats-for-rent/rathmines/flat-1-104a-rathmines-road-lower-rathmines-dublin-2046349/
210,"73 Main Street, Blackrock, South Co. Dublin",1250.0,"Jul 14, 2020",24.07.2020,1499,http://www.daft.ie/dublin/studio-apartments-for-rent/blackrock/73-main-street-blackrock-dublin-2050334/
211,"27 Synge Street, Portobello, Dublin 8, South Dublin City",1250.0,,24.07.2020,472,http://www.daft.ie/dublin/studio-apartments-for-rent/portobello/27-synge-street-portobello-dublin-2053218/
212,"10 Stamer St, Portobello, Dublin 8, South Dublin City",1250.0,,25.07.2020,1494,http://www.daft.ie/dublin/studio-apartments-for-rent/portobello/10-stamer-st-portobello-dublin-2038416/
213,"Flat 2, Grove House, 70 Grove Park, Rathmines, Dublin 6, South Dublin City",1250.0,"Jul 21, 2020",24.07.2020,218,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-2-grove-house-70-grove-park-rathmines-dublin-2052751/
214,"Howth Road, Clontarf, Clontarf, Dublin 3, North Dublin City",1250.0,"Jul 06, 2020",24.07.2020,1613,http://www.daft.ie/dublin/flats-for-rent/clontarf/24-howth-road-clontarf-clontarf-dublin-2047638/
215,"31 Victoria Street, Portobello, Dublin 8, South Dublin City",1250.0,,25.07.2020,406,http://www.daft.ie/dublin/studio-apartments-for-rent/portobello/31-victoria-street-portobello-dublin-2038617/
216,"Killeen Hall, Old Killeen Road, Ballyfermot, Dublin 10, South Dublin City",1250.0,,23.07.2020,5890,http://www.daft.ie/dublin/apartments-for-rent/ballyfermot/killeen-hall-old-killeen-road-ballyfermot-dublin-2005991/
217,"Flat 10, 93 Rathgar Road, Rathgar, Dublin 6, South Dublin City",1250.0,"Jul 08, 2020",24.07.2020,550,http://www.daft.ie/dublin/studio-apartments-for-rent/rathgar/flat-10-93-rathgar-road-rathgar-dublin-2048333/
218,"19 19/20 Charleston Road, Ranelagh, Dublin 6, South Dublin City",1250.0,"Jul 20, 2020",24.07.2020,486,http://www.daft.ie/dublin/studio-apartments-for-rent/ranelagh/19-1920-charleston-road-ranelagh-dublin-2052289/
219,"Phibsborough Road, Phibsborough, Dublin 7, North Dublin City",1250.0,"Jun 30, 2020",21.07.2020,704,http://www.daft.ie/dublin/studio-apartments-for-rent/phibsborough/phibsborough-road-phibsborough-dublin-2045714/
220,"31 Victoria Street, Portobello, Dublin 8, South Dublin City",1250.0,"Jul 20, 2020",24.07.2020,326,http://www.daft.ie/dublin/studio-apartments-for-rent/portobello/31-victoria-street-portobello-dublin-2052364/
221,"12 St Columbas Road Upper, Drumcondra, Dublin 9, North Dublin City",1250.0,"Jul 10, 2020",22.07.2020,2317,http://www.daft.ie/dublin/flats-for-rent/drumcondra/12-st-columbas-road-upper-drumcondra-dublin-2049129/
222,"Briarsfield Grove, Kilbarrack, Dublin 5, North Dublin City",1250.0,,24.07.2020,3870,http://www.daft.ie/dublin/flats-for-rent/kilbarrack/briarsfield-grove-kilbarrack-dublin-2035330/
223,"Flat 3, 116 Leinster Road, Rathmines, Dublin 6, South Dublin City",1250.0,"Jul 20, 2020",24.07.2020,136,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-3-116-leinster-road-rathmines-dublin-2052382/
224,"Apartment 2, 94A Drumcondra Road Upper, Drumcondra, Dublin 3, North Dublin City",1250.0,,25.07.2020,897,http://www.daft.ie/dublin/studio-apartments-for-rent/drumcondra/apartment-2-94a-drumcondra-road-upper-drumcondra-dublin-2046114/
225,"Kenilworth Park, Harold'S Cross, Dublin 6, South Dublin City",1250.0,"Jul 13, 2020",26.07.2020,1354,http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/kenilworth-park-harolds-cross-dublin-2049843/
226,"Flat 5, 52 Leinster Road, Rathmines, Dublin 6, South Dublin City",1250.0,,25.07.2020,103,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-5-52-leinster-road-rathmines-dublin-2053199/
227,"Flat 4, 10 Stamer Street, Portobello, Dublin 8, South Dublin City",1250.0,"Jul 20, 2020",24.07.2020,586,http://www.daft.ie/dublin/studio-apartments-for-rent/portobello/flat-4-10-stamer-street-portobello-dublin-2052386/
228,"88 Grove Park, Rathmines, Dublin 6, South Dublin City",1256.0,,25.07.2020,2014,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/88-grove-park-rathmines-dublin-2039614/
229,"Flat 5, 88 Grove Park, Rathmines, Dublin 6, South Dublin City",1256.0,"Jul 20, 2020",24.07.2020,81,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-5-88-grove-park-rathmines-dublin-2052361/
230,"Flat 5, 23 Harrington Street, Portobello, Dublin 8, South Dublin City",1260.0,"Jun 18, 2020",24.07.2020,1709,http://www.daft.ie/dublin/studio-apartments-for-rent/portobello/flat-5-23-harrington-street-portobello-dublin-2041546/
231,"Apartment 45, The Wheat Barn, Baker'S Yard, Dublin 1, Dublin City Centre",1268.0,,24.07.2020,2655,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apartment-45-the-wheat-barn-bakers-yard-dublin-1-dublin-2050563/
232,"Flat 4, 23 Harrington Street, Portobello, Dublin 8, South Dublin City",1272.0,"Jul 17, 2020",24.07.2020,743,http://www.daft.ie/dublin/studio-apartments-for-rent/portobello/flat-4-23-harrington-street-portobello-dublin-2051674/
233,"Apartment 6, 30 Dominick Street Upper, Dublin 7, North Dublin City",1275.0,"Jun 09, 2020",24.07.2020,3738,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/apartment-6-30-dominick-street-upper-dublin-7-dublin-2038102/
234,"34 Grove Park, Rathmines, Dublin 6, South Dublin City",1287.0,,25.07.2020,679,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/34-grove-park-rathmines-dublin-2038507/
235,"Flat 8, 34 Grove Park, Rathmines, Dublin 6, South Dublin City",1287.0,"Jul 20, 2020",24.07.2020,107,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-7-34-grove-park-rathmines-dublin-2052381/
236,"Ranelagh Road 79, Ranelagh, Dublin 6, South Dublin City",1290.0,"Jun 04, 2020",24.07.2020,4493,http://www.daft.ie/dublin/flats-for-rent/ranelagh/ranelagh-road-79-ranelagh-dublin-2036525/
237,"1 Summerhill Parade, Dublin 1, Dublin City Centre",1295.0,"Jun 23, 2020",22.07.2020,989,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/1-summerhill-parade-dublin-1-dublin-2042998/
238,"Emmet Rd, Inchicore, Dublin 8, South Dublin City",1295.0,"Jun 23, 2020",25.07.2020,2416,http://www.daft.ie/dublin/flats-for-rent/inchicore/emmet-rd-inchicore-dublin-2043315/
239,"176 James Street, Dublin 8, South Dublin City",1295.0,"Jul 25, 2020",25.07.2020,228,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/176-james-street-dublin-8-dublin-2054115/
240,"Derry Avin, Dublin 7, North Dublin City",1295.0,"Jul 15, 2020",24.07.2020,513,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-7/derry-avin-dublin-7-dublin-2050882/
241,"O'Hara Ave, Harold'S Cross, Dublin 6, South Dublin City",1295.0,"Jun 15, 2020",23.07.2020,2458,http://www.daft.ie/dublin/studio-apartments-for-rent/harolds-cross/ohara-ave-harolds-cross-dublin-2040239/
245,"Tallaght Cross East, Tallaght, Tallaght, Dublin 24",,,24.07.2020,10415,http://www.daft.ie/dublin/multi-units-for-rent/tallaght-tallaght-dublin-180250/
248,"Kenilworth Square South, Rathgar, Dublin 6, South Dublin City",1300.0,"Jun 08, 2020",26.07.2020,6837,http://www.daft.ie/dublin/apartments-for-rent/rathgar/kenilworth-square-south-rathgar-dublin-2037715/
249,"101 Marlborough Road, Donnybrook, Dublin 4, South Dublin City",1300.0,,25.07.2020,1101,http://www.daft.ie/dublin/studio-apartments-for-rent/donnybrook/101-marlborough-road-donnybrook-dublin-2038415/
250,"Charleville Rd, Phibsborough, Dublin 7, North Dublin City",1300.0,,26.07.2020,94,http://www.daft.ie/dublin/studio-apartments-for-rent/phibsborough/charleville-rd-phibsborough-dublin-2053146/
251,"Oblate View, Tyrconnell Road, Inchicore, Dublin 8, South Dublin City",1300.0,"Jul 16, 2020",23.07.2020,611,http://www.daft.ie/dublin/studio-apartments-for-rent/inchicore/oblate-view-tyrconnell-road-inchicore-dublin-2051329/
252,"8 Belfry Grove, Citywest, Citywest, West Co. Dublin",1300.0,,24.07.2020,3432,http://www.daft.ie/dublin/apartments-for-rent/citywest/8-belfry-grove-citywest-citywest-dublin-2047632/
253,"Flat 2, 68 Rathgar Road, Rathgar, Dublin 6, South Dublin City",1300.0,"Jul 20, 2020",24.07.2020,168,http://www.daft.ie/dublin/studio-apartments-for-rent/rathgar/flat-2-68-rathgar-road-rathgar-dublin-2052464/
254,"86 Ranelagh Road Flat 2, Ranelagh, Dublin 6, South Dublin City",1300.0,,25.07.2020,2744,http://www.daft.ie/dublin/studio-apartments-for-rent/ranelagh/86-ranelagh-road-flat-2-ranelagh-dublin-2039608/
255,"1 Mount Street Upper, Dublin 2, Dublin City Centre",1300.0,"Jul 21, 2020",26.07.2020,1258,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/1-mount-street-upper-dublin-2-dublin-2052627/
256,"Cabra Park, Phibsborough, Dublin 7, North Dublin City",1300.0,"Jun 20, 2020",20.06.2020,1703,http://www.daft.ie/dublin/apartments-for-rent/phibsborough/cabra-park-phibsborough-dublin-2042208/
257,"79 Gracepark Meadows, Drumcondra, Dublin 3, North Dublin City",1300.0,"Jul 17, 2020",17.07.2020,267,http://www.daft.ie/dublin/apartments-for-rent/drumcondra/79-gracepark-meadows-drumcondra-dublin-2051824/
258,"Ormond Road, Drumcondra, Dublin 3, North Dublin City",1300.0,"Jun 26, 2020",24.07.2020,5384,http://www.daft.ie/dublin/houses-for-rent/drumcondra/ormond-road-drumcondra-dublin-2044343/
259,"St Benedicts Gardens, Off, North Circular Road, Dublin 7, North Dublin City",1300.0,"Jul 24, 2020",24.07.2020,458,http://www.daft.ie/dublin/flats-for-rent/north-circular-road/st-benedicts-gardens-off-north-circular-road-dublin-2053977/
260,"38 Rathmines Road Lower, Rathmines, Dublin 6, South Dublin City",1300.0,"Jul 20, 2020",24.07.2020,308,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/38-rathmines-road-lower-rathmines-dublin-2052210/
261,"Leeson Street Upper, Dublin 2, Dublin City Centre",1300.0,"Jul 01, 2020",22.07.2020,3702,http://www.daft.ie/dublin/flats-for-rent/dublin-2/leeson-street-upper-dublin-2-dublin-2045899/
262,"68 Rathgar Road, Rathgar, Dublin 6, South Dublin City",1300.0,,25.07.2020,1457,http://www.daft.ie/dublin/studio-apartments-for-rent/rathgar/68-rathgar-road-rathgar-dublin-2038523/
263,"Botanic Road, Glasnevin, Dublin 11, North Dublin City",1300.0,,24.07.2020,1492,http://www.daft.ie/dublin/apartments-for-rent/glasnevin/botanic-road-glasnevin-dublin-2051366/
264,"Moyne Road, Ranelagh, Dublin 6, South Dublin City",1300.0,"Mar 31, 2020",21.07.2020,25134,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/moyne-road-ranelagh-dublin-2018672/
265,"Mill House, Main Street, Blanchardstown Village, Blanchardstown, Dublin 15, West Co. Dublin",1300.0,"Jul 20, 2020",24.07.2020,1180,http://www.daft.ie/dublin/apartments-for-rent/blanchardstown/mill-house-main-street-blanchardstown-village-blanchardstown-dublin-2052456/
266,"1 Sherrard Street Lower, Dublin 1, Dublin City Centre",1300.0,,24.07.2020,1120,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/1-sherrard-street-lower-dublin-1-dublin-2053179/
267,"Upper Clanbrassil Street, Portobello, Dublin 8, South Dublin City",1300.0,"May 06, 2020",24.07.2020,8097,http://www.daft.ie/dublin/apartments-for-rent/portobello/upper-clanbrassil-street-portobello-dublin-2027124/
268,"Grosvenor Square, Rathmines, Dublin 6, South Dublin City",1300.0,"Jul 17, 2020",23.07.2020,2231,http://www.daft.ie/dublin/apartments-for-rent/rathmines/grosvenor-square-rathmines-dublin-2051649/
269,"Flat 4, 18 Portland Street North, Dublin 1, Dublin City Centre",1300.0,"Jun 17, 2020",22.07.2020,3283,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/flat-4-18-portland-street-north-dublin-1-dublin-2041236/
270,"Flat 10, 6 Grosvenor Place, Rathmines, Dublin 6, South Dublin City",1300.0,"Jul 21, 2020",24.07.2020,1093,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-10-6-grosvenor-place-rathmines-dublin-2052648/
271,"Marlborough Road, Donnybrook, Donnybrook, Dublin 4, South Dublin City",1300.0,"Jul 08, 2020",21.07.2020,1046,http://www.daft.ie/dublin/studio-apartments-for-rent/donnybrook/marlborough-road-donnybrook-donnybrook-dublin-2048436/
272,"Bolton Square, Dominick Street, Dublin 1, Dublin City Centre",1300.0,,24.07.2020,562,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/bolton-square-dominick-street-dublin-1-dublin-2044010/
273,"Leinster Road West, Rathmines, Dublin 6, South Dublin City",1300.0,"May 20, 2020",24.07.2020,20817,http://www.daft.ie/dublin/flats-for-rent/rathmines/leinster-road-west-rathmines-dublin-2031751/
274,"North Clarence Street, Dublin 1, Dublin City Centre",1300.0,"Jul 10, 2020",24.07.2020,1701,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/north-clarence-street-dublin-1-dublin-2049115/
275,"39 Richmond Street South, Dublin 2, Dublin City Centre",1300.0,"Jul 20, 2020",24.07.2020,250,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-2/39-richmond-street-south-dublin-2-dublin-2052159/
276,"34 Grove Park, Rathmines, Dublin 6, South Dublin City",1300.0,,25.07.2020,1527,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-3-34-grove-park-rathmines-dublin-2045104/
277,"Nnorth Circular Rd, Dublin 1, Dublin City Centre",1300.0,"Jul 24, 2020",24.07.2020,515,http://www.daft.ie/dublin/flats-for-rent/dublin-1/nnorth-circular-rd-dublin-1-dublin-2053992/
278,"Craike House, Dean Court, Francis Street, Dublin 8, South Dublin City",1300.0,"Jul 25, 2020",25.07.2020,480,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/craike-house-dean-court-francis-street-dublin-8-dublin-2054164/
279,"Leinster Square, Rathmines, Rathmines, Dublin 6, South Dublin City",1300.0,"Jun 05, 2020",21.07.2020,3266,http://www.daft.ie/dublin/apartments-for-rent/rathmines/leinster-square-rathmines-rathmines-dublin-2036943/
286,"Kingfisher Guesthouse, Dublin 1, Dublin City Centre",300.0,"Jun 12, 2020",24.07.2020,968,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-1/kingfisher-guesthouse-dublin-1-dublin-2039480/
287,Castlemill,1311.0,"Jul 20, 2020",24.07.2020,622,http://www.daft.ie/dublin/apartments-for-rent/balbriggan/castlemill-2-hamlet-lane-balbriggan-dublin-2052251/
288,"Rialto Cottages, Rialto, Rialto, Dublin 8, South Dublin City",1312.0,,24.07.2020,1339,http://www.daft.ie/dublin/houses-for-rent/rialto/rialto-cottages-rialto-rialto-dublin-2051312/
