,location,price,entered,updated,views,link
400,"The Maltings, Block C, Island Street, Dublin 8, South Dublin City",1425.0,"Jul 15, 2020",24.07.2020,736,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/the-maltings-block-c-island-street-dublin-8-dublin-2050965/
401,"8 Blessington Street, Dublin 1, Dublin City Centre",1425.0,"Jul 07, 2020",24.07.2020,2393,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/8-blessington-street-dublin-1-dublin-2047981/
402,"35 O'Connell Street Upper, Dublin 1, Dublin City Centre",1425.0,"Jun 11, 2020",24.07.2020,2960,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/35-oconnell-street-upper-dublin-1-dublin-2038906/
403,"Upper O'Connell Street, Dublin 1, Dublin City Centre",1425.0,"Jul 22, 2020",24.07.2020,503,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/oconnell-street-upper-dublin-1-dublin-2053082/
404,"28A Lad Lane, Dublin 2, Dublin City Centre",1425.0,,24.07.2020,3180,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/28a-lad-lane-dublin-2-dublin-2041838/
405,"Apartment 35, The Red Mill, Dublin 7, North Dublin City",1437.0,"Jul 24, 2020",24.07.2020,296,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/apartment-35-the-red-mill-dublin-7-dublin-2053768/
406,"Kilwarden Court, Clondalkin, Dublin 22, West Co. Dublin",1440.0,,23.07.2020,1060,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/apartment-44-kilwarden-court-clondalkin-dublin-2052769/
407,"Newcastle Manor Green, Newcastle, West Co. Dublin",1443.0,"Jul 01, 2020",22.07.2020,2642,http://www.daft.ie/dublin/apartments-for-rent/newcastle/newcastle-manor-green-newcastle-dublin-2046103/
408,"Apartment 9A, Newgrove Avenue, Sandymount, Dublin 4, South Dublin City",1445.0,"Jul 13, 2020",24.07.2020,1907,http://www.daft.ie/dublin/apartments-for-rent/sandymount/apartment-9a-newgrove-avenue-sandymount-dublin-2049887/
409,"Viking Harbour, Ushers Quay, Dublin 8, South Dublin City",1450.0,"Jul 06, 2020",25.07.2020,431,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/viking-harbour-ushers-quay-dublin-8-dublin-2047523/
410,"Grand Canal Street Lower, Dublin 2, Dublin City Centre",1450.0,"Mar 17, 2020",24.07.2020,3449,http://www.daft.ie/dublin/flats-for-rent/dublin-2/grand-canal-street-lower-dublin-2-dublin-2014645/
411,"Bride Street, Dublin 8, South Dublin City",1450.0,"Jun 24, 2020",21.07.2020,2422,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/bride-street-dublin-8-dublin-2043646/
412,"Flat 1, 92 Rathgar Road, Rathgar, Dublin 6, South Dublin City",1450.0,"Jul 20, 2020",24.07.2020,423,http://www.daft.ie/dublin/apartments-for-rent/rathgar/flat-1-92-rathgar-road-rathgar-dublin-2052466/
413,"Bessboro House, Terenure Rd, Terenure, Dublin 6, South Dublin City",1450.0,"Jul 24, 2020",24.07.2020,719,http://www.daft.ie/dublin/apartments-for-rent/terenure/bessboro-house-terenure-rd-terenure-dublin-2053872/
414,"13 Kenilworth, Rathmines, Dublin 6, South Dublin City",1450.0,,25.07.2020,640,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/13-kenilworth-rathmines-dublin-2038488/
415,"Flat 8, 25 Richmond Hill, Rathmines, Dublin 6, South Dublin City",1450.0,"Jul 21, 2020",24.07.2020,647,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-8-25-richmond-hill-rathmines-dublin-2052703/
416,"Flat 9 /67 Brighton Road, Rathgar, Rathgar, Dublin 6, South Dublin City",1450.0,,25.07.2020,630,http://www.daft.ie/dublin/flats-for-rent/rathgar/67-brighton-road-rathgar-rathgar-dublin-2047711/
417,"Hybreasal House, South Circular Road, Dublin 8, Dublin 8, South Dublin City",1450.0,"Jul 14, 2020",24.07.2020,2143,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/hybreasal-house-south-circular-road-dublin-8-dublin-8-dublin-2050593/
418,"Grove Park, Rathmines, Dublin 6, South Dublin City",1450.0,"Jun 30, 2020",21.07.2020,842,http://www.daft.ie/dublin/apartments-for-rent/rathmines/grove-park-rathmines-dublin-2045742/
419,"Bachelors Walk, Dublin 1, Dublin City Centre",1450.0,"Jul 25, 2020",25.07.2020,149,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/bachelors-walk-dublin-1-dublin-2054102/
420,"Bachelors Walk, Dublin 1, Dublin City Centre",1450.0,"Jun 12, 2020",21.07.2020,2386,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/bachelors-walk-dublin-1-dublin-2039662/
421,"Terenure Road East Rathgar, Rathgar, Dublin 6, South Dublin City",1450.0,"Jul 22, 2020",24.07.2020,683,http://www.daft.ie/dublin/apartments-for-rent/rathgar/terenure-road-east-rathgar-rathgar-dublin-2053292/
422,"Flat 2, 18 Portland Street North, Dublin 1, Dublin City Centre",1450.0,"Jul 15, 2020",22.07.2020,271,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/flat-2-18-portland-street-north-dublin-1-dublin-2050839/
423,"Meath Street, Dublin 8, South Dublin City",1450.0,,24.07.2020,8119,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/meath-street-dublin-8-dublin-1931099/
424,"Flat 10, 87 Ranelagh Road, Ranelagh, Dublin 6, South Dublin City",1450.0,"Jul 20, 2020",24.07.2020,448,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/87-ranelagh-road-ranelagh-dublin-2052368/
425,"Bow Lane, Smithfield, Dublin 7, Dublin City Centre",1450.0,"Jan 20, 2020",21.07.2020,7177,http://www.daft.ie/dublin/apartments-for-rent/smithfield/bow-lane-smithfield-dublin-1999385/
426,"Flat 6, 64 Rathmines Road Upper, Rathmines, Dublin 6, South Dublin City",1450.0,"Jul 10, 2020",24.07.2020,863,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-6-64-rathmines-road-upper-rathmines-dublin-2049233/
427,"Stepaside Village, Stepaside, Dublin 18, South Co. Dublin",1450.0,"Jul 20, 2020",25.07.2020,2329,http://www.daft.ie/dublin/apartments-for-rent/stepaside/stepaside-village-stepaside-dublin-2052375/
428,"109 Morehampton Road, Donnybrook, Dublin 4, South Dublin City",1450.0,"Jun 04, 2020",22.07.2020,2460,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/109-morehampton-road-donnybrook-dublin-2036575/
429,"Flat 4 90 Drumcondra Road Lower, Drumcondra, Dublin 9, North Dublin City",1450.0,,25.07.2020,5434,http://www.daft.ie/dublin/apartments-for-rent/drumcondra/flat-4-90-drumcondra-road-lower-drumcondra-dublin-2013115/
430,"87 Ranelagh Road, Ranelagh, Dublin 6, South Dublin City",1450.0,,25.07.2020,608,http://www.daft.ie/dublin/studio-apartments-for-rent/ranelagh/87-ranelagh-road-ranelagh-dublin-2038526/
431,"Emmet Street, Dublin 1, Dublin City Centre",1450.0,"Apr 01, 2020",25.07.2020,4803,http://www.daft.ie/dublin/flats-for-rent/dublin-1/emmet-street-dublin-1-dublin-2019068/
432,"92 Rathgar Road, Rathgar, Dublin 6, South Dublin City",1450.0,,25.07.2020,1072,http://www.daft.ie/dublin/flats-for-rent/rathgar/flat-1-92-rathgar-road-rathgar-dublin-2045098/
433,"Gandon Hall, Ifsc, Dublin 1, Dublin City Centre",1450.0,"Jul 21, 2020",21.07.2020,768,http://www.daft.ie/dublin/apartments-for-rent/ifsc/gandon-hall-ifsc-dublin-2052752/
434,"7 Grove Park, Rathmines, Dublin 6, South Dublin City",1450.0,,25.07.2020,466,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/7-grove-park-rathmines-dublin-2038578/
435,"Springfield, Templeogue, Dublin 6W, South Dublin City",1450.0,"Jul 17, 2020",25.07.2020,831,http://www.daft.ie/dublin/apartments-for-rent/templeogue/springfield-templeogue-dublin-2051701/
436,"Apartment 2, 12 Elgin Road, Ballsbridge, Dublin 4, South Dublin City",1450.0,,24.07.2020,740,http://www.daft.ie/dublin/studio-apartments-for-rent/ballsbridge/apartment-2-12-elgin-road-ballsbridge-dublin-2050620/
437,"45 Parnell Square West, Dublin 1, Dublin City Centre",1450.0,"Jul 24, 2020",24.07.2020,295,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/45-parnell-square-west-dublin-1-dublin-2053995/
438,"84Block D Clifden Court Ellis Quay Dublin 7, Dublin 7, North Dublin City",1450.0,"Jul 19, 2020",26.07.2020,499,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/84block-d-clifden-court-ellis-quay-dublin-7-dublin-7-dublin-2052120/
439,"Apartment 142, Ulysses, Viking Harbour Apartments, Dublin 8, South Dublin City",1450.0,,24.07.2020,896,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-142-ulysses-viking-harbour-apartments-dublin-8-dublin-2050676/
440,"7 North Portland St, Dublin 3, North Dublin City",1450.0,"Jul 25, 2020",25.07.2020,503,http://www.daft.ie/dublin/apartments-for-rent/dublin-3/7-north-portland-st-dublin-3-dublin-2054094/
441,"Thornfield Square, Clondalkin, Dublin 22, West Co. Dublin",1450.0,,24.07.2020,6360,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/thornfield-square-clondalkin-dublin-2034161/
442,"Albert College Park, Whitehall, Dublin 9, North Dublin City",1450.0,,26.07.2020,5201,http://www.daft.ie/dublin/flats-for-rent/whitehall/albert-college-park-whitehall-dublin-1983432/
443,"Flat 7, 7 Grove Park, Rathmines, Dublin 6, South Dublin City",1450.0,"Jul 20, 2020",24.07.2020,480,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-7-7-grove-park-rathmines-dublin-2052374/
444,"Eglinton Park, Donnybrook, Dublin 4, South Dublin City",1450.0,"Jun 03, 2020",24.07.2020,5163,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/eglinton-park-donnybrook-dublin-2036124/
445,"Drimnagh Road, Drimnagh, Dublin 12, West Co. Dublin",1450.0,"Jul 13, 2020",25.07.2020,681,http://www.daft.ie/dublin/apartments-for-rent/drimnagh/drimnagh-road-drimnagh-dublin-2049853/
446,"Apartment 5, Darra, 13 Kenilworth Road, Rathgar, Dublin 6, South Dublin City",1450.0,"Jul 20, 2020",24.07.2020,104,http://www.daft.ie/dublin/studio-apartments-for-rent/rathgar/apartment-5-darra-13-kenilworth-road-rathgar-dublin-2052378/
447,"Grace Park Hall, 102 Grace Park Road, Drumcondra, Dublin 3, North Dublin City",1456.0,"Jul 22, 2020",24.07.2020,1091,http://www.daft.ie/dublin/houses-for-rent/drumcondra/57-collinswood-collins-avenue-drumcondra-dublin-2053031/
448,"34 Parkgate Street, Dublin 8, South Dublin City",1460.0,"Jun 29, 2020",22.07.2020,650,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/34-parkgate-street-dublin-8-dublin-2045110/
449,"The Distillery, Distillery Road, Dublin 3, North Dublin City",1460.0,"Jul 26, 2020",26.07.2020,24,http://www.daft.ie/dublin/apartments-for-rent/dublin-3/the-distillery-distillery-road-dublin-3-dublin-2054225/
450,"Apartment 113, Ulysses, Viking Harbour Apartments, Dublin 8, South Dublin City",1460.0,,24.07.2020,2167,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-113-ulysses-viking-harbour-apartments-dublin-8-dublin-2041143/
451,"25 Richmond Hill Flat 8, Rathmines, Dublin 6, South Dublin City",1464.0,,25.07.2020,1830,http://www.daft.ie/dublin/apartments-for-rent/rathmines/25-richmond-hill-rathmines-dublin-2047705/
452,"Clarinda Park East, Dun Laoghaire, South Co. Dublin",1467.0,,19.07.2020,2823,http://www.daft.ie/dublin/apartments-for-rent/dun-laoghaire/clarinda-park-east-dun-laoghaire-dublin-2051057/
453,"Fottrell House, Kinsealy, North Co. Dublin",1470.0,,23.07.2020,1352,http://www.daft.ie/dublin/apartments-for-rent/kinsealy/fottrell-house-kinsealy-dublin-2051810/
454,"Flat 2, 9 Manor Street, Stoneybatter, Dublin 7, North Dublin City",1471.0,,24.07.2020,570,http://www.daft.ie/dublin/flats-for-rent/stoneybatter/flat-2-9-manor-street-stoneybatter-dublin-2048988/
455,"48 North Strand Road, North Strand, Dublin 3, North Dublin City",1475.0,"May 21, 2020",25.07.2020,1617,http://www.daft.ie/dublin/apartments-for-rent/north-strand/48-north-strand-road-north-strand-dublin-2032113/
456,"1 Huband Mews, Stephen'S Lane, Dublin 2, Dublin City Centre",1475.0,"Jul 21, 2020",24.07.2020,1010,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/1-huband-mews-stephens-lane-dublin-2-dublin-2052885/
457,"Rathmines Road Lower, Rathmines, Dublin 6, South Dublin City",1475.0,"Jul 15, 2020",24.07.2020,1060,http://www.daft.ie/dublin/flats-for-rent/rathmines/rathmines-road-lower-rathmines-dublin-2050819/
458,"Apartment 31, Burnell Green, Mayne River Street, Clarehall, Dublin 13, North Dublin City",1476.0,,24.07.2020,1676,http://www.daft.ie/dublin/apartments-for-rent/clarehall/apartment-31-burnell-green-mayne-river-street-clarehall-dublin-2052355/
459,"Lombard Court, Dublin 8, South Dublin City",1480.0,"Jul 13, 2020",24.07.2020,740,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/lombard-court-dublin-8-dublin-2050272/
460,"132 Harold'S Cross Road, Harold'S Cross, Dublin 6, South Dublin City",1480.0,"Jul 22, 2020",22.07.2020,2245,http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/132-harolds-cross-road-harolds-cross-dublin-2053153/
461,"75 Dorset Street Upper, Dublin 1, Dublin City Centre",1480.0,"Jul 06, 2020",26.07.2020,510,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/75-dorset-street-upper-dublin-1-dublin-2047629/
462,"Old Kilmainham Village, Kilmainham, Dublin 8, South Dublin City",1484.0,,24.07.2020,472,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/old-kilmainham-village-kilmainham-dublin-2053309/
463,"Phoenix Gate, Dublin 7, North Dublin City",1490.0,"Jul 13, 2020",24.07.2020,1474,http://www.daft.ie/dublin/flats-for-rent/dublin-7/flat-7-phoenix-gate-dublin-7-dublin-2049915/
464,"North Clarence Street, Dublin 1, Dublin City Centre",1490.0,"Jun 11, 2020",24.07.2020,4334,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/north-clarence-street-dublin-1-dublin-2039129/
465,"Claremont Road, Sandymount, Dublin 4, South Dublin City",1490.0,"Jul 24, 2020",24.07.2020,248,http://www.daft.ie/dublin/apartments-for-rent/sandymount/claremont-road-sandymount-dublin-2053875/
466,"Rosebank Hall, Clondalkin, Dublin 22, West Co. Dublin",1495.0,,24.07.2020,2182,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/rosebank-hall-clondalkin-dublin-2034723/
467,"5 Gandon Hall Garden Street Dublin 1, Dublin 1, Dublin City Centre",1495.0,"Jul 17, 2020",25.07.2020,654,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/5-gandon-hall-garden-street-dublin-1-dublin-1-dublin-2051669/
468,"Ulysses House, Green Street, Dublin 7, North Dublin City",1495.0,"May 28, 2020",22.07.2020,1101,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/ulysses-house-green-street-dublin-7-dublin-2034307/
469,"Harold'S Cross Road, Harold'S Cross, Dublin 6, South Dublin City",1495.0,"Jul 25, 2020",26.07.2020,131,http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/harolds-cross-road-harolds-cross-dublin-2054163/
470,61,1495.0,"Jun 13, 2020",22.07.2020,966,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/61-63-capel-street-dublin-1-dublin-2039731/
471,"Flat 2, 21 Ravensdale Park, Kimmage, Dublin 12, South Dublin City",1495.0,"Jun 26, 2020",24.07.2020,3239,http://www.daft.ie/dublin/flats-for-rent/kimmage/flat-2-21-ravensdale-park-kimmage-dublin-2044316/
472,52 Brighton Road,1497.0,"Jul 10, 2020",24.07.2020,1197,http://www.daft.ie/dublin/apartments-for-rent/rathgar/52-brighton-road-2-rathgar-dublin-2049196/
473,"Apartment 36, The Oat House, Baker'S Yard, Dublin 1, Dublin City Centre",1499.0,,24.07.2020,1381,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apartment-36-the-oat-house-bakers-yard-dublin-1-dublin-2053925/
474,"Windsor Road, Rathmines, Dublin 6, South Dublin City",345.0,"May 16, 2020",25.07.2020,9258,http://www.daft.ie/dublin/flats-for-rent/rathmines/windsor-road-rathmines-dublin-2030466/
478,"Mespil Estate, Off Leeson Street, Dublin 4",,,24.07.2020,23268,http://www.daft.ie/dublin/multi-units-for-rent/off-leeson-street-dublin-4-dublin-182052/
479,"Pipers Court, Hansfield Wood, Hansfield Wood, Clonsilla, Dublin 15",,,24.07.2020,8129,http://www.daft.ie/dublin/multi-units-for-rent/hansfield-wood-clonsilla-dublin-185741/
480,"Christchurch Place, Dublin 8, South Dublin City",1500.0,"Jul 24, 2020",24.07.2020,245,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/christchurch-place-dublin-8-dublin-2053877/
481,"Newmarket Square Ward'S Hill, Dublin 8, South Dublin City",1500.0,"Jun 24, 2020",23.07.2020,1412,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/newmarket-square-wards-hill-dublin-8-dublin-2043538/
482,"Flat 8, 66 Rathmines Road Upper, Rathmines, Dublin 6, South Dublin City",1500.0,,25.07.2020,59,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-8-66-rathmines-road-upper-rathmines-dublin-2053084/
483,"Marlborough St 30, Dublin 1, Dublin City Centre",1500.0,"Jun 07, 2020",26.07.2020,1865,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/marlborough-st-30-dublin-1-dublin-2037243/
484,"Apartment 12, 20 Christchurch Place, Dublin 8, South Dublin City",1500.0,"Jul 19, 2020",24.07.2020,628,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-12-20-christchurch-place-dublin-8-dublin-2052070/
485,"Apartment 97, Block 3, Parkgate Place, Dublin 8, South Dublin City",1500.0,"Jul 24, 2020",25.07.2020,470,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-97-block-3-parkgate-place-dublin-8-dublin-2053930/
486,"Cabra Road , Dublin 7, Cabra, Dublin 7, North Dublin City",1500.0,"Jul 11, 2020",20.07.2020,3147,http://www.daft.ie/dublin/apartments-for-rent/cabra/cabra-road-dublin-7-cabra-dublin-2049540/
487,"223 North Circular Road, North Circular Road, Dublin 7, North Dublin City",1500.0,"Jul 24, 2020",24.07.2020,222,http://www.daft.ie/dublin/apartments-for-rent/north-circular-road/223-north-circular-road-north-circular-road-dublin-2053943/
488,"Mountpleasant Avenue Upper, Rathmines, Dublin 6, South Dublin City",1500.0,"Jun 09, 2020",24.07.2020,2831,http://www.daft.ie/dublin/apartments-for-rent/rathmines/mountpleasant-avenue-upper-rathmines-dublin-2037887/
489,"Spencer House, Custom House Square, Ifsc, Dublin 1, Dublin City Centre",1500.0,,24.07.2020,703,http://www.daft.ie/dublin/apartments-for-rent/ifsc/spencer-house-custom-house-square-ifsc-dublin-2044988/
490,"Grosvenor Road, Rathgar, Dublin 6, South Dublin City",1500.0,,22.07.2020,1028,http://www.daft.ie/dublin/apartments-for-rent/rathgar/grosvenor-road-rathgar-dublin-2038433/
491,"Apartment 211, Tuskar Rock, Ifsc, Dublin 1, Dublin City Centre",1500.0,"Jul 06, 2020",24.07.2020,1431,http://www.daft.ie/dublin/apartments-for-rent/ifsc/apartment-211-tuskar-rock-ifsc-dublin-2047568/
492,"Dame Street, Dublin 2, Dublin City Centre",1500.0,"Apr 25, 2020",23.07.2020,6670,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/dame-street-dublin-2-dublin-2024480/
493,"68 South Circular Rd, South Circular Road, Dublin 8, South Dublin City",1500.0,"Jul 25, 2020",25.07.2020,284,http://www.daft.ie/dublin/apartments-for-rent/south-circular-road/68-south-circular-rd-south-circular-road-dublin-2054123/
494,Apt 3,1500.0,,22.07.2020,389,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/41-blessington-street-dublin-1-dublin-2052351/
496,"Chapel Gate Apartments, Church Grove, Aylesbury, Aylesbury, Dublin 24, South Co. Dublin",1500.0,"Jun 30, 2020",21.07.2020,3176,http://www.daft.ie/dublin/apartments-for-rent/aylesbury/chapel-gate-apartments-church-grove-aylesbury-aylesbury-dublin-2045550/
497,"Effra Road, Rathmines, Dublin 6, South Dublin City",1500.0,,24.07.2020,15430,http://www.daft.ie/dublin/flats-for-rent/rathmines/effra-road-rathmines-dublin-2028026/
498,"Hollybrook Court, Hollybrook Road, Clontarf, Dublin 3, North Dublin City",1500.0,,25.07.2020,550,http://www.daft.ie/dublin/apartments-for-rent/clontarf/hollybrook-court-hollybrook-road-clontarf-dublin-2048062/
499,"12 Adelaide Road, Dublin 2, Dublin City Centre",1500.0,"Jul 26, 2020",26.07.2020,5,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/12-adelaide-road-dublin-2-dublin-2054229/
500,"The Rectory, Stepaside, Dublin 18, South Co. Dublin",1500.0,"Jul 20, 2020",20.07.2020,1649,http://www.daft.ie/dublin/apartments-for-rent/stepaside/the-rectory-stepaside-dublin-2052544/
501,"Seven Oaks, Sarsfield Road, Ballyfermot, Dublin 10, South Dublin City",1500.0,"Jun 30, 2020",21.07.2020,921,http://www.daft.ie/dublin/apartments-for-rent/ballyfermot/seven-oaks-sarsfield-road-ballyfermot-dublin-2045582/
502,"Buckingham Street Lower, Ifsc, Dublin 1, Dublin City Centre",1500.0,"Jul 14, 2020",25.07.2020,2796,http://www.daft.ie/dublin/apartments-for-rent/ifsc/buckingham-street-lower-ifsc-dublin-2050726/
503,"Seven Oaks, Sarsfield Road, Inchicore, Dublin 8, South Dublin City",1500.0,,26.07.2020,1495,http://www.daft.ie/dublin/apartments-for-rent/inchicore/seven-oaks-sarsfield-road-inchicore-dublin-2041084/
504,"Hyde Court, Dublin 2, Dublin City Centre",1500.0,"Jun 30, 2020",21.07.2020,2779,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/hyde-court-dublin-2-dublin-2045728/
505,"Killinarden, Tallaght, Dublin 24, South Co. Dublin",1500.0,"Jul 15, 2020",21.07.2020,4133,http://www.daft.ie/dublin/houses-for-rent/tallaght/killinarden-tallaght-dublin-2050892/
506,"Gardiner Place, Dublin 1, Dublin City Centre",1500.0,"Jul 08, 2020",26.07.2020,1381,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/gardiner-place-dublin-1-dublin-2048670/
507,"Tyrconnell Road, Inchicore Dublin 8, Inchicore, Dublin 8, South Dublin City",1500.0,"Jun 18, 2020",13.07.2020,3316,http://www.daft.ie/dublin/apartments-for-rent/inchicore/tyrconnell-road-inchicore-dublin-8-inchicore-dublin-2041543/
508,"Apt 52, Greenville Place, Greenville Avenue, Dublin 8, South Dublin City",1500.0,,24.07.2020,386,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apt-52-greenville-place-greenville-avenue-dublin-8-dublin-2053826/
509,"26 The Plaza, Ballymun, Dublin 9., Ballymun, Dublin 9, North Dublin City",1500.0,"May 29, 2020",22.07.2020,1720,http://www.daft.ie/dublin/apartments-for-rent/ballymun/26-the-plaza-ballymun-dublin-9-ballymun-dublin-2034830/
510,"34 Belville, Ailesbury Road, Dublin 4, South Dublin City",1500.0,,25.07.2020,1631,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/34-belville-ailesbury-road-dublin-4-dublin-2051823/
511,"The Waterside, Charlotte Quay, Dublin 2, Dublin City Centre",1500.0,"Jun 21, 2020",14.07.2020,5116,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/the-waterside-charlotte-quay-dublin-2-dublin-2042452/
512,"Flat 7, 23 Leeson Street Upper, Dublin 4, South Dublin City",1500.0,"Jul 24, 2020",25.07.2020,533,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/flat-7-23-leeson-street-upper-dublin-4-dublin-2053923/
513,"Marlborough Court, Marlborough Street, Dublin 1, Dublin City Centre",1500.0,,24.07.2020,2177,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/marlborough-court-marlborough-street-dublin-1-dublin-2036882/
514,"Leinster Road West, Rathmines, Dublin 6, South Dublin City",1500.0,,24.07.2020,4265,http://www.daft.ie/dublin/apartments-for-rent/rathmines/leinster-road-west-rathmines-dublin-2051985/
515,"40 Kenilworth Park Dublin 6W, Harold'S Cross, Dublin 6, South Dublin City",1500.0,"Jul 20, 2020",26.07.2020,310,http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/40-kenilworth-park-dublin-6w-harolds-cross-dublin-2052203/
516,"Apartment 107, The Westmoreland, Dublin 4, South Dublin City",1500.0,,25.07.2020,2917,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/apartment-107-the-westmoreland-dublin-4-dublin-2047587/
517,"Blessington Street, Phibsborough, Dublin 7, North Dublin City",1500.0,"Jun 12, 2020",22.07.2020,1488,http://www.daft.ie/dublin/apartments-for-rent/phibsborough/blessington-street-phibsborough-dublin-2039417/
518,"16 King'S Inns Street, Dublin 1, Dublin City Centre",1500.0,"Jul 20, 2020",21.07.2020,143,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apartment-1-16-kings-inns-street-dublin-1-dublin-2052316/
519,"Maxwell Street, Dublin 8, South Dublin City",1500.0,,23.07.2020,5104,http://www.daft.ie/dublin/houses-for-rent/dublin-8/maxwell-street-dublin-8-dublin-2027767/
520,"Flat 2, 17 Gardiner Place, Dublin 1, Dublin City Centre",1500.0,"Jul 13, 2020",22.07.2020,413,http://www.daft.ie/dublin/flats-for-rent/dublin-1/flat-2-17-gardiner-place-dublin-1-dublin-2050190/
521,"Flat 1, 8/9 Drumfinn Park, Ballyfermot, Dublin 10, South Dublin City",1500.0,"Jul 23, 2020",24.07.2020,468,http://www.daft.ie/dublin/apartments-for-rent/ballyfermot/flat-1-89-drumfinn-park-ballyfermot-dublin-2053431/
522,"50 Bayview Avene, North Strand, Dublin 3, North Dublin City",1500.0,"Jul 26, 2020",26.07.2020,11,http://www.daft.ie/dublin/studio-apartments-for-rent/north-strand/50-bayview-avene-north-strand-dublin-2054179/
523,"Traders Wharf, Ushers Quay, Dublin 8, South Dublin City",1500.0,"Jul 14, 2020",21.07.2020,1221,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/traders-wharf-ushers-quay-dublin-8-dublin-2050674/
524,"19 Ashford Griffith Avenue, Glasnevin, Dublin 9, North Dublin City",1500.0,"May 21, 2020",14.07.2020,2570,http://www.daft.ie/dublin/apartments-for-rent/glasnevin/19-ashford-griffith-avenue-glasnevin-dublin-2031930/
525,"50 Brackenwood Drive, Balbriggan, North Co. Dublin",1500.0,,20.07.2020,1512,http://www.daft.ie/dublin/apartments-for-rent/balbriggan/50-brackenwood-drive-balbriggan-dublin-2045686/
526,"Jervis Lane, Dublin 1, Dublin City Centre",1500.0,"Jun 17, 2020",21.07.2020,2978,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/jervis-lane-dublin-1-dublin-2041311/
527,"Westend Village, Blanchardstown, Dublin 15, West Co. Dublin",1500.0,,25.07.2020,884,http://www.daft.ie/dublin/apartments-for-rent/blanchardstown/westend-village-blanchardstown-dublin-2053811/
528,"Howth Road, Clontarf, Dublin 3, North Dublin City",1500.0,,24.07.2020,13293,http://www.daft.ie/dublin/flats-for-rent/clontarf/howth-road-clontarf-dublin-2034286/
529,"St Peters Terrace, Walkinstown, Dublin 12, South Dublin City",1500.0,,24.07.2020,2779,http://www.daft.ie/dublin/flats-for-rent/walkinstown/st-peters-terrace-walkinstown-dublin-2045851/
