,location,price,entered,updated,views,link
359,"Flat 10, 6 Grosvenor Place, Rathmines, Dublin 6, South Dublin City",1400.0,"Jul 20, 2020",20.07.2020,47,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-10-6-grosvenor-place-rathmines-dublin-2052472/
360,"College Gate Apartments, Townsend Street, Dublin 2, Dublin City Centre",1400.0,"Jul 19, 2020",20.07.2020,709,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/college-gate-apartments-townsend-street-dublin-2-dublin-2052071/
361,Apt 5,1400.0,,20.07.2020,300,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-7/apartment-5-41-blessington-street-dublin-7-dublin-2050587/
362,"The Goulding, Santry Cross, Santry Avenue, Ballymun, Dublin 9, North Dublin City",1400.0,"Jun 26, 2020",20.07.2020,1503,http://www.daft.ie/dublin/apartments-for-rent/ballymun/the-goulding-santry-cross-santry-avenue-ballymun-dublin-2044408/
363,"Apartment 1, 3 Morehampton Road, Dublin 4, South Dublin City",1400.0,"Jul 15, 2020",20.07.2020,821,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/apartment-1-3-morehampton-road-dublin-4-dublin-2051108/
364,"Merchants Road, East Wall, Dublin 3, North Dublin City",1400.0,"May 24, 2020",15.07.2020,12670,http://www.daft.ie/dublin/houses-for-rent/east-wall/merchants-road-east-wall-dublin-2032878/
365,"Ardilaun Court, Cuffe Lane, Dublin 2, Dublin City Centre",1400.0,,20.07.2020,953,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-2/ardilaun-court-cuffe-lane-dublin-2-dublin-2047455/
366,"Fully Refurbished &Amp; Modernised &Amp; Bright Studio Apartment, Rathmines, Dublin 6, South Dublin City",1400.0,"Jun 12, 2020",17.07.2020,1479,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/43-rathmines-road-upper-rathmines-dublin-2039328/
367,"Flat 3, 50 Grove Park, Rathmines, Dublin 6, South Dublin City",1400.0,"Jul 20, 2020",20.07.2020,281,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-3-50-grove-park-rathmines-dublin-2052285/
368,"37 Parnell Road, Dublin 12, Harold'S Cross, Dublin 6, South Dublin City",1400.0,"Jun 13, 2020",18.07.2020,2219,http://www.daft.ie/dublin/flats-for-rent/harolds-cross/37-parnell-road-dublin-12-harolds-cross-dublin-2039710/
369,"Westgate, Christchurch, Dublin 8, Christchurch, Dublin 8, Dublin City Centre",1400.0,"Jun 29, 2020",19.07.2020,2653,http://www.daft.ie/dublin/apartments-for-rent/christchurch/westgate-christchurch-dublin-8-christchurch-dublin-2045310/
370,"5 Belgrave Rd, Monkstown, South Co. Dublin",1400.0,"Jul 16, 2020",16.07.2020,503,http://www.daft.ie/dublin/flats-for-rent/monkstown/5-belgrave-rd-monkstown-dublin-2051216/
371,"Briarwood Avenue, Blanchardstown, Dublin 15, West Co. Dublin",1400.0,"Jul 15, 2020",20.07.2020,2481,http://www.daft.ie/dublin/apartments-for-rent/blanchardstown/briarwood-avenue-blanchardstown-dublin-2050817/
372,"Oblate View, Tyrconnell Road, Inchicore, Dublin 8, South Dublin City",1400.0,"Jul 16, 2020",16.07.2020,342,http://www.daft.ie/dublin/studio-apartments-for-rent/inchicore/oblate-view-tyrconnell-road-inchicore-dublin-2051329/
373,"Lower Rathmines Rd (Adjacent Portobello Bridge)A, Rathmines, Dublin 6, South Dublin City",1400.0,,20.07.2020,868,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/lower-rathmines-road-adjacent-portobello-bridge-rathmines-dublin-2049512/
374,"The Richmond, Dublin 7, North Dublin City",1400.0,"Jul 07, 2020",20.07.2020,1825,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/apartment-102-the-richmond-dublin-7-dublin-2047815/
375,"17 Gardner Place, Dublin 1, Dublin City Centre",1400.0,"Jul 01, 2020",14.07.2020,937,http://www.daft.ie/dublin/flats-for-rent/dublin-1/17-gardner-place-dublin-1-dublin-2045980/
376,"Anna Villa, Ranelagh, Dublin 6, Ranelagh, Dublin 6, South Dublin City",1400.0,"Jun 09, 2020",20.07.2020,1977,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/45-anna-villa-ranelagh-ranelagh-dublin-2037931/
377,"27 Sackville Court, 74 Blessington Street, Dublin 7, North Dublin City",1400.0,"Jul 02, 2020",20.07.2020,1763,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/27-sackville-court-74-blessington-street-dublin-7-dublin-2046311/
378,"Flat 6, 14 Prussia Street, Stoneybatter, Dublin 7, North Dublin City",1400.0,"Jul 08, 2020",20.07.2020,1233,http://www.daft.ie/dublin/apartments-for-rent/stoneybatter/flat-6-14-prussia-street-stoneybatter-dublin-2048452/
379,"Flat 8, 9 Hatch Street Lower, Dublin 2, Dublin City Centre",1400.0,"Jul 20, 2020",20.07.2020,58,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-2/flat-8-9-hatch-street-lower-dublin-2-dublin-2052380/
380,"Apartment 16, Bolton Square, Lower Dominick Street, Dublin 1., Dublin 1, Dublin City Centre",1400.0,"Jul 02, 2020",16.07.2020,539,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apartment-16-bolton-square-dublin-1-dublin-2046451/
381,"Bridge Street, Ringsend, Dublin 4, South Dublin City",1400.0,,20.07.2020,2874,http://www.daft.ie/dublin/flats-for-rent/ringsend/flat-1-1a-bridge-street-ringsend-dublin-2038548/
382,"Cappagh Avenue, Finglas West, Finglas, Dublin 11, North Dublin City",1400.0,"Jul 13, 2020",20.07.2020,344,http://www.daft.ie/dublin/studio-apartments-for-rent/finglas/cappagh-avenue-finglas-west-finglas-dublin-2050247/
383,"Flat 9, 101 Marlborough Road, Donnybrook, Donnybrook, Dublin 4, South Dublin City",1400.0,"Jul 08, 2020",17.07.2020,2392,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/101-marlborough-road-donnybrook-donnybrook-dublin-2048475/
390,"Apartment 6, 45 Francis Street, Dublin 8, South Dublin City",1410.0,,20.07.2020,1080,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-6-45-francis-street-dublin-8-dublin-2045425/
391,"8 Newlands Manor Fairways, Clondalkin, Dublin 22, West Co. Dublin",1415.0,"Jul 15, 2020",20.07.2020,1421,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/8-newlands-manor-fairways-clondalkin-dublin-2050890/
392,"8 Blessington Street, Dublin 1, Dublin City Centre",1425.0,"Jul 07, 2020",20.07.2020,1883,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/8-blessington-street-dublin-1-dublin-2047981/
393,"Beacon Building, Royal Canal Park, Ashtown, Dublin 15, North Dublin City",1425.0,,20.07.2020,4197,http://www.daft.ie/dublin/apartments-for-rent/ashtown/beacon-building-royal-canal-park-ashtown-dublin-2027207/
395,"The Maltings, Block C, Island Street, Dublin 8, South Dublin City",1425.0,"Jul 15, 2020",20.07.2020,497,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/173-the-maltings-block-c-island-street-dublin-8-dublin-2050965/
396,"80 Glencloy Road, Whitehall, Dublin 9, North Dublin City",1425.0,"Jul 13, 2020",13.07.2020,2178,http://www.daft.ie/dublin/houses-for-rent/whitehall/80-glencloy-road-whitehall-dublin-2050203/
397,"35 O'Connell Street Upper, Dublin 1, Dublin City Centre",1425.0,"Jun 11, 2020",20.07.2020,2659,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/35-oconnell-street-upper-dublin-1-dublin-2038906/
398,"27 Malton House, Mayor Street Lr, Ifsc, Dublin 1, Dublin City Centre",1440.0,,17.07.2020,1175,http://www.daft.ie/dublin/apartments-for-rent/ifsc/27-malton-house-mayor-street-lr-ifsc-dublin-2049362/
399,"Newcastle Manor Green, Newcastle, West Co. Dublin",1443.0,"Jul 01, 2020",15.07.2020,2163,http://www.daft.ie/dublin/apartments-for-rent/newcastle/7-newcastle-manor-green-newcastle-dublin-2046103/
400,"Apartment 9A, Newgrove Avenue, Sandymount, Dublin 4, South Dublin City",1445.0,"Jul 13, 2020",20.07.2020,1375,http://www.daft.ie/dublin/apartments-for-rent/sandymount/apartment-9a-newgrove-avenue-sandymount-dublin-2049887/
401,"Flat 6, 64 Rathmines Road Upper, Rathmines, Dublin 6, South Dublin City",1450.0,"Jul 10, 2020",17.07.2020,615,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-6-64-rathmines-road-upper-rathmines-dublin-2049233/
402,"Friarsland Crescent, Clonskeagh, Dublin 14, South Dublin City",1450.0,"Jul 16, 2020",16.07.2020,976,http://www.daft.ie/dublin/apartments-for-rent/clonskeagh/friarsland-crescent-clonskeagh-dublin-2051187/
403,"Thornfield Square, Clondalkin, Dublin 22, West Co. Dublin",1450.0,,20.07.2020,5855,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/thornfield-square-clondalkin-dublin-2034161/
404,"106 Cabra Park, Phibsborough, Dublin 7, North Dublin City",1450.0,"Jul 20, 2020",20.07.2020,245,http://www.daft.ie/dublin/flats-for-rent/phibsborough/106-cabra-park-phibsborough-dublin-2052328/
405,"Eglinton Park, Donnybrook, Dublin 4, South Dublin City",1450.0,"Jun 03, 2020",17.07.2020,4711,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/eglinton-park-donnybrook-dublin-2036124/
406,"Grove Park, Rathmines, Dublin 6, South Dublin City",1450.0,"Jun 30, 2020",20.07.2020,738,http://www.daft.ie/dublin/apartments-for-rent/rathmines/grove-park-rathmines-dublin-2045742/
407,"Flat 10, 87 Ranelagh Road, Ranelagh, Dublin 6, South Dublin City",1450.0,"Jul 20, 2020",20.07.2020,139,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/87-ranelagh-road-ranelagh-dublin-2052368/
408,"57 Rathgar Road, Rathgar, Dublin 6, South Dublin City",1450.0,"Jun 17, 2020",19.07.2020,2846,http://www.daft.ie/dublin/apartments-for-rent/rathgar/57-rathgar-road-rathgar-dublin-2041251/
409,"Flat 2, 18 Portland Street North, Dublin 1, Dublin City Centre",1450.0,"Jul 15, 2020",20.07.2020,208,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/flat-2-18-portland-street-north-dublin-1-dublin-2050839/
410,"Bow Lane, Smithfield, Dublin 7, Dublin City Centre",1450.0,"Jan 20, 2020",20.07.2020,6717,http://www.daft.ie/dublin/apartments-for-rent/smithfield/bow-lane-smithfield-dublin-1999385/
411,"Drimnagh Road, Drimnagh, Dublin 12, West Co. Dublin",1450.0,"Jul 13, 2020",17.07.2020,464,http://www.daft.ie/dublin/apartments-for-rent/drimnagh/drimnagh-road-drimnagh-dublin-2049853/
412,"Stepaside Village, Stepaside, Dublin 18, South Co. Dublin",1450.0,"Jul 20, 2020",20.07.2020,456,http://www.daft.ie/dublin/apartments-for-rent/stepaside/stepaside-village-stepaside-dublin-2052375/
413,"7 Grove Park, Rathmines, Dublin 6, South Dublin City",1450.0,,20.07.2020,421,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-7-7-grove-park-rathmines-dublin-2038578/
414,"Apartment 2, 12 Elgin Road, Ballsbridge, Dublin 4, South Dublin City",1450.0,,20.07.2020,492,http://www.daft.ie/dublin/studio-apartments-for-rent/ballsbridge/apartment-2-12-elgin-road-ballsbridge-dublin-2050620/
415,"1A Marion Villas, Cork Street, Dolphin'S Barn, Dublin 8, South Dublin City",1450.0,"Jul 20, 2020",20.07.2020,269,http://www.daft.ie/dublin/apartments-for-rent/dolphins-barn/1a-marion-villas-cork-street-dolphins-barn-dublin-2052209/
427,"Grand Canal Street Lower, Dublin 2, Dublin City Centre",1450.0,"Mar 17, 2020",20.07.2020,2835,http://www.daft.ie/dublin/flats-for-rent/dublin-2/grand-canal-street-lower-dublin-2-dublin-2014645/
428,"Flat 8, 25 Richmond Hill, Rathmines, Dublin 6, South Dublin City",1450.0,"Jul 07, 2020",17.07.2020,792,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-6-25-richmond-hill-rathmines-dublin-2048009/
430,"28 Deanstown Green, Finglas West, Finglas, Dublin 11, North Dublin City",1450.0,,17.07.2020,1599,http://www.daft.ie/dublin/houses-for-rent/finglas/28-deanstown-green-finglas-west-finglas-dublin-2051555/
431,"13 Kenilworth, Rathmines, Dublin 6, South Dublin City",1450.0,,20.07.2020,580,http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/flat-513-kenilworth-rathmines-dublin-2038488/
432,"Flat 9, 67 Brighton Road, Rathgar, Rathgar, Dublin 6, South Dublin City",1450.0,"Jun 24, 2020",17.07.2020,928,http://www.daft.ie/dublin/apartments-for-rent/rathgar/67-brighton-road-rathgar-rathgar-dublin-2043544/
433,"Bride Street, Dublin 8, South Dublin City",1450.0,"Jun 24, 2020",20.07.2020,2116,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/bride-street-dublin-8-dublin-2043646/
434,"Springfield, Templeogue, Dublin 6W, South Dublin City",1450.0,"Jul 17, 2020",19.07.2020,516,http://www.daft.ie/dublin/apartments-for-rent/templeogue/springfield-templeogue-dublin-2051701/
441,"Burgh House, Ardilaun Court, Dublin 8, South Dublin City",1460.0,,20.07.2020,1690,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-14-burgh-house-ardilaun-court-dublin-8-dublin-2040900/
442,"Apartment 113, Ulysses, Viking Harbour Apartments, Dublin 8, South Dublin City",1460.0,,20.07.2020,1910,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-113-ulysses-viking-harbour-apartments-dublin-8-dublin-2041143/
443,"34 Parkgate Street, Dublin 8, South Dublin City",1460.0,"Jun 29, 2020",20.07.2020,580,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/34-parkgate-street-dublin-8-dublin-2045110/
444,"Cremorne, Greenmount Road Terenure, Terenure, Dublin 6, South Dublin City",1460.0,,19.07.2020,773,http://www.daft.ie/dublin/apartments-for-rent/terenure/cremorne-greenmount-road-terenure-terenure-dublin-2050661/
445,"25 Richmond Hill Flat 8, Rathmines, Dublin 6, South Dublin City",1464.0,,20.07.2020,1471,http://www.daft.ie/dublin/apartments-for-rent/rathmines/25-richmond-hill-rathmines-dublin-2047705/
446,"Clarinda Park East, Dun Laoghaire, South Co. Dublin",1467.0,,19.07.2020,1774,http://www.daft.ie/dublin/apartments-for-rent/dun-laoghaire/flat-4-23-clarinda-park-east-dun-laoghaire-dublin-2051057/
447,"Apartment 23, Fottrell House, Kinsealy, North Co. Dublin",1470.0,,17.07.2020,739,http://www.daft.ie/dublin/apartments-for-rent/kinsealy/apartment-23-fottrell-house-kinsealy-dublin-2051810/
448,"Flat 2, 9 Manor Street, Stoneybatter, Dublin 7, North Dublin City",1471.0,,20.07.2020,474,http://www.daft.ie/dublin/flats-for-rent/stoneybatter/fitzgerald-chambers-9-manor-street-stoneybatter-dublin-2048988/
449,"Bolton Square, Dominick Street, Dublin 1, Dublin City Centre",1474.0,,20.07.2020,369,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/bolton-square-dominick-street-dublin-1-dublin-2044010/
450,"38 City Gate, Saint Augustine Street, Dublin 8, South Dublin City",1475.0,"Jul 16, 2020",20.07.2020,267,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/38-city-gate-saint-augustine-street-dublin-8-dublin-2051341/
451,"Synge Street, Dublin 8, South Dublin City",1475.0,"Jul 19, 2020",19.07.2020,250,http://www.daft.ie/dublin/flats-for-rent/dublin-8/synge-street-dublin-8-dublin-2052141/
452,"Morehampton Road, Donnybrook, Dublin 4, South Dublin City",1475.0,,20.07.2020,1945,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/morehampton-road-donnybrook-dublin-2045280/
453,"Apartment 1, 122 Upper Drumcondra Road, Drumcondra, Dublin 9, North Dublin City",1475.0,"Jun 30, 2020",17.07.2020,1394,http://www.daft.ie/dublin/apartments-for-rent/drumcondra/apartment-1-122-upper-drumcondra-road-drumcondra-dublin-2045753/
454,"Apartment 4, 6 Usher'S Quay, Dublin 8, South Dublin City",1475.0,"Jul 16, 2020",20.07.2020,810,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-4-6-ushers-quay-dublin-8-dublin-2051338/
455,"The Maltings, Block C, Island Street, Dublin 8, South Dublin City",1475.0,,20.07.2020,648,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/180-the-maltings-block-c-island-street-dublin-8-dublin-2051083/
457,"Apartment 31, Burnell Green, Mayne River Street, Clarehall, Dublin 13, North Dublin City",1476.0,,20.07.2020,291,http://www.daft.ie/dublin/apartments-for-rent/clarehall/apartment-31-burnell-green-mayne-river-street-clarehall-dublin-2052355/
458,"Lombard Court, Dublin 8, South Dublin City",1480.0,"Jul 13, 2020",20.07.2020,587,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/lombard-court-dublin-8-dublin-2050272/
459,"75 Dorset Street Upper, Dublin 1, Dublin City Centre",1480.0,"Jul 06, 2020",20.07.2020,269,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/75-dorset-street-upper-dublin-1-dublin-2047629/
460,"Phoenix Gate, Dublin 7, North Dublin City",1490.0,"Jul 13, 2020",20.07.2020,1023,http://www.daft.ie/dublin/flats-for-rent/dublin-7/flat-7-phoenix-gate-dublin-7-dublin-2049915/
461,"Ivy Court, Beaumont Woods, Beaumont, Dublin 9, North Dublin City",1490.0,"Jul 15, 2020",20.07.2020,497,http://www.daft.ie/dublin/apartments-for-rent/beaumont/65-ivy-court-beaumont-woods-beaumont-dublin-2050975/
462,"Parson'S Court, Newcastle, West Co. Dublin",1490.0,"Jul 05, 2020",05.07.2020,1563,http://www.daft.ie/dublin/apartments-for-rent/newcastle/parsons-court-newcastle-dublin-2047177/
463,"North Clarence Street, Dublin 1, Dublin City Centre",1490.0,"Jun 11, 2020",20.07.2020,3778,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/north-clarence-street-dublin-1-dublin-2039129/
464,"Long Meadows, Conyngham Road, Islandbridge, Dublin 8, South Dublin City",1490.0,,15.07.2020,1096,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/long-meadows-conyngham-road-islandbridge-dublin-8-dublin-2050872/
465,"Cresent Place, Dublin 3, North Dublin City",1490.0,"Jul 04, 2020",20.07.2020,1279,http://www.daft.ie/dublin/apartments-for-rent/dublin-3/cresent-place-dublin-3-dublin-2047116/
466,"Rathmines Town Centre, Rathmines, Dublin 6, South Dublin City",1493.0,,20.07.2020,55,http://www.daft.ie/dublin/apartments-for-rent/rathmines/rathmines-town-centre-rathmines-dublin-2052475/
467,"5 Gandon Hall Garden Street Dublin 1, Dublin 1, Dublin City Centre",1495.0,"Jul 17, 2020",20.07.2020,403,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/5-gandon-hall-garden-street-dublin-1-dublin-1-dublin-2051669/
468,"Flat 2, 21 Ravensdale Park, Kimmage, Dublin 12, South Dublin City",1495.0,"Jun 26, 2020",20.07.2020,2647,http://www.daft.ie/dublin/flats-for-rent/kimmage/flat-2-21-ravensdale-park-kimmage-dublin-2044316/
469,"Ulysses House, Green Street, Dublin 7, North Dublin City",1495.0,"May 28, 2020",20.07.2020,1032,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/ulysses-house-green-street-dublin-7-dublin-2034307/
470,61,1495.0,"Jun 13, 2020",20.07.2020,771,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/61-63-capel-street-dublin-1-dublin-2039731/
471,"Apartment 166, Block A3, Dublin 7, North Dublin City",1495.0,"Jul 02, 2020",20.07.2020,902,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/apartment-166-block-a3-dublin-7-dublin-2046396/
472,"Rosebank Hall, Clondalkin, Dublin 22, West Co. Dublin",1495.0,,20.07.2020,1890,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/rosebank-hall-clondalkin-dublin-2034723/
473,52 Brighton Road,1497.0,"Jul 10, 2020",20.07.2020,895,http://www.daft.ie/dublin/apartments-for-rent/rathgar/52-brighton-road-2-rathgar-dublin-2049196/
474,"Windsor Road, Rathmines, Dublin 6, South Dublin City",345.0,"May 16, 2020",20.07.2020,9010,http://www.daft.ie/dublin/flats-for-rent/rathmines/windsor-road-rathmines-dublin-2030466/
478,"Mespil Estate, Off Leeson Street, Dublin 4",,,17.07.2020,21761,http://www.daft.ie/dublin/multi-units-for-rent/off-leeson-street-dublin-4-dublin-182052/
479,"Hansfield Wood, Hansfield Wood, Clonsilla, Dublin 15",,,20.07.2020,6166,http://www.daft.ie/dublin/multi-units-for-rent/hansfield-wood-clonsilla-dublin-185741/
480,"Chapel Gate Apartments, Church Grove, Aylesbury, Aylesbury, Dublin 24, South Co. Dublin",1500.0,"Jun 30, 2020",20.07.2020,2734,http://www.daft.ie/dublin/apartments-for-rent/aylesbury/chapel-gate-apartments-church-grove-aylesbury-dublin-2045550/
481,"26 The Plaza, Ballymun, Dublin 9., Ballymun, Dublin 9, North Dublin City",1500.0,"May 29, 2020",14.07.2020,1553,http://www.daft.ie/dublin/apartments-for-rent/ballymun/26-the-plaza-ballymun-dublin-9-ballymun-dublin-2034830/
482,"Mabestown Near Ballycoolin, Blanchardstown, Clonee, Ward, North Co. Dublin",1500.0,"Jul 10, 2020",10.07.2020,950,http://www.daft.ie/dublin/apartments-for-rent/ward/mabestown-near-ballycoolin-blanchardstown-clonee-ward-dublin-2049433/
483,Apt 3,1500.0,,17.07.2020,6631,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apt-3-78-marlborough-street-dublin-1-dublin-2015667/
484,"Jervis Lane, Dublin 1, Dublin City Centre",1500.0,"Jun 17, 2020",20.07.2020,2707,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/jervis-place-dublin-1-dublin-2041311/
485,41,1500.0,"Jul 14, 2020",14.07.2020,3621,http://www.daft.ie/dublin/apartments-for-rent/glasnevin/41-the-court-delcassian-downs-phibsborough-glasnevin-dublin-2050634/
486,"Seven Oaks, Sarsfield Road, Ballyfermot, Dublin 10, South Dublin City",1500.0,"Jun 30, 2020",20.07.2020,9,http://www.daft.ie/dublin/apartments-for-rent/ballyfermot/block-a-seven-oaks-ballyfermot-dublin-2045582/
487,"Brecan Close, Balbriggan, North Co. Dublin",1500.0,,16.07.2020,792,http://www.daft.ie/dublin/houses-for-rent/balbriggan/brecan-close-balbriggan-dublin-2049756/
488,"Dame Street, Dublin 2, Dublin City Centre",1500.0,"Apr 25, 2020",18.07.2020,5186,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/dame-street-dublin-2-dublin-2024480/
489,"Traders Wharf, Ushers Quay, Dublin 8, South Dublin City",1500.0,"Jul 14, 2020",20.07.2020,930,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/traders-wharf-dublin-8-dublin-2050674/
490,"50 Brackenwood Drive, Balbriggan, North Co. Dublin",1500.0,,20.07.2020,1236,http://www.daft.ie/dublin/apartments-for-rent/balbriggan/50-brackenwood-drive-balbriggan-dublin-2045686/
491,"Mayor Street, Ifsc, Dublin 1, Dublin City Centre",1500.0,"Jun 06, 2020",16.07.2020,1432,http://www.daft.ie/dublin/apartments-for-rent/ifsc/mayor-street-ifsc-dublin-2037094/
492,"Castleforbes Square, Ifsc, Dublin 1, Dublin City Centre",1500.0,,20.07.2020,1516,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/castleforbes-square-ifsc-dublin-1-dublin-2028444/
493,"Walkinstown Green, Walkinstown, Walkinstown, Dublin 12, South Dublin City",1500.0,"Jun 19, 2020",20.07.2020,1014,http://www.daft.ie/dublin/apartments-for-rent/walkinstown/walkinstown-green-walkinstown-walkinstown-dublin-2042083/
494,"Stewart Hall, Parnell St, Dublin 1, Dublin City Centre",1500.0,"Jul 14, 2020",14.07.2020,493,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/stewart-hall-parnell-st-dublin-1-dublin-2050708/
495,"Apartment 107, The Westmoreland, Dublin 4, South Dublin City",1500.0,,16.07.2020,2315,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/apartment-107-the-westmoreland-dublin-4-dublin-2047587/
496,27,1500.0,"Jun 04, 2020",17.07.2020,6346,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/27-30-buckingham-street-lower-dublin-1-dublin-2036391/
497,"Cabra Road , Dublin 7, Cabra, Dublin 7, North Dublin City",1500.0,"Jul 11, 2020",20.07.2020,2273,http://www.daft.ie/dublin/apartments-for-rent/cabra/cabra-road-dublin-7-cabra-dublin-2049540/
498,"Brittas, Brittas, West Co. Dublin",1500.0,,17.07.2020,429,http://www.daft.ie/dublin/houses-for-rent/brittas/brittas-village-brittas-dublin-2051843/
499,"Gandon Close, Harold'S Cross, Dublin 6, South Dublin City",1500.0,,20.07.2020,1325,http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/gandon-close-harolds-cross-dublin-2047670/
500,"Tyrconnell Road, Inchicore Dublin 8, Inchicore, Dublin 8, South Dublin City",1500.0,"Jun 18, 2020",13.07.2020,2998,http://www.daft.ie/dublin/apartments-for-rent/inchicore/tyrconnell-road-inchicore-dublin-8-inchicore-dublin-2041543/
501,"Marlborough Court, Marlborough Street, Dublin 1, Dublin City Centre",1500.0,,20.07.2020,1928,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/marlborough-court-marlborough-street-dublin-1-dublin-2036882/
502,"Belfry Grove, Citywest, West Co. Dublin",1500.0,"Jul 13, 2020",20.07.2020,448,http://www.daft.ie/dublin/apartments-for-rent/citywest/belfry-grove-citywest-dublin-2049857/
503,"Bachelors Walk, Dublin 1, Dublin City Centre",1500.0,"Jul 14, 2020",14.07.2020,483,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/bachelors-walk-dublin-1-dublin-2050701/
504,"Effra Road, Rathmines, Dublin 6, South Dublin City",1500.0,,20.07.2020,13961,http://www.daft.ie/dublin/flats-for-rent/rathmines/effra-road-rathmines-dublin-2028026/
505,"Hyde Court, Dublin 2, Dublin City Centre",1500.0,"Jun 30, 2020",20.07.2020,2342,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/hyde-court-dublin-2-dublin-2045728/
506,"Leinster Road West, Rathmines, Dublin 6, South Dublin City",1500.0,,20.07.2020,1994,http://www.daft.ie/dublin/apartments-for-rent/rathmines/leinster-road-west-rathmines-dublin-2051985/
507,"The Waterside, Charlotte Quay, Dublin 2, Dublin City Centre",1500.0,"Jun 21, 2020",14.07.2020,3983,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/the-waterside-charlotte-quay-dublin-2-dublin-2042452/
508,"Buckingham Street Lower, Ifsc, Dublin 1, Dublin City Centre",1500.0,"Jul 14, 2020",19.07.2020,2017,http://www.daft.ie/dublin/apartments-for-rent/ifsc/buckingham-street-lower-ifsc-dublin-2050726/
509,"Belmont Avenue, Donnybrook, Dublin 4, South Dublin City",1500.0,"Jun 08, 2020",16.07.2020,2657,http://www.daft.ie/dublin/flats-for-rent/donnybrook/belmont-avenue-donnybrook-dublin-2037549/
510,"Cork Street, Dublin 8, South Dublin City",1500.0,"Jul 01, 2020",17.07.2020,933,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/cork-street-dublin-8-dublin-2045901/
511,"Hawkins Street, Temple Bar, Dublin 2, Dublin City Centre",1500.0,"May 14, 2020",18.07.2020,2679,http://www.daft.ie/dublin/apartments-for-rent/temple-bar/hawkins-street-temple-bar-dublin-2029770/
512,"416 Harold'S Cross Road, Harold'S Cross, Dublin 6, South Dublin City",1500.0,"Jul 07, 2020",20.07.2020,590,http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/416-harolds-cross-road-harolds-cross-dublin-2048247/
513,"Capel Court, 112",1500.0,,20.07.2020,1742,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apartment-23-capel-court-dublin-1-dublin-2043566/
